Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
223	-137.0	137	34383	223	-137.0	137	34383	223	-137.0	137	34383	223	-137.0	137	34383	223	-137.0	137	34383	223	-137.0	137	34383	223	-137.0	137	34383	223	-137.0	137	34383	223	-137.0	137	34383	223	-137.0	137	34383
224	-135.0	135	34518	224	-135.0	135	34518	224	-135.0	135	34518	224	-135.0	135	34518	224	-135.0	135	34518	224	-135.0	135	34518	224	-135.0	135	34518	224	-135.0	135	34518	224	-135.0	135	34518	224	-135.0	135	34518
225	-135.0	135	34653	225	-135.0	135	34653	225	-135.0	135	34653	225	-135.0	135	34653	225	-135.0	135	34653	225	-135.0	135	34653	225	-135.0	135	34653	225	-135.0	135	34653	225	-135.0	135	34653	225	-135.0	135	34653
226	-136.0	136	34789	226	-136.0	136	34789	226	-136.0	136	34789	226	-136.0	136	34789	226	-136.0	136	34789	226	-136.0	136	34789	226	-136.0	136	34789	226	-136.0	136	34789	226	-136.0	136	34789	226	-136.0	136	34789
227	-138.0	138	34927	227	-138.0	138	34927	227	-138.0	138	34927	227	-138.0	138	34927	227	-138.0	138	34927	227	-138.0	138	34927	227	-138.0	138	34927	227	-138.0	138	34927	227	-138.0	138	34927	227	-138.0	138	34927
228	-146.0	146	35073	228	-146.0	146	35073	228	-146.0	146	35073	228	-146.0	146	35073	228	-146.0	146	35073	228	-146.0	146	35073	228	-146.0	146	35073	228	-146.0	146	35073	228	-146.0	146	35073	228	-146.0	146	35073
229	-145.0	145	35218	229	-145.0	145	35218	229	-145.0	145	35218	229	-145.0	145	35218	229	-145.0	145	35218	229	-145.0	145	35218	229	-145.0	145	35218	229	-145.0	145	35218	229	-145.0	145	35218	229	-145.0	145	35218
230	-135.0	135	35353	230	-135.0	135	35353	230	-135.0	135	35353	230	-135.0	135	35353	230	-135.0	135	35353	230	-135.0	135	35353	230	-135.0	135	35353	230	-135.0	135	35353	230	-135.0	135	35353	230	-135.0	135	35353
231	-136.0	136	35489	231	-136.0	136	35489	231	-136.0	136	35489	231	-136.0	136	35489	231	-136.0	136	35489	231	-136.0	136	35489	231	-136.0	136	35489	231	-136.0	136	35489	231	-136.0	136	35489	231	-136.0	136	35489
232	-136.0	136	35625	232	-136.0	136	35625	232	-136.0	136	35625	232	-136.0	136	35625	232	-136.0	136	35625	232	-136.0	136	35625	232	-136.0	136	35625	232	-136.0	136	35625	232	-136.0	136	35625	232	-136.0	136	35625
233	-137.0	137	35762	233	-137.0	137	35762	233	-137.0	137	35762	233	-137.0	137	35762	233	-137.0	137	35762	233	-137.0	137	35762	233	-137.0	137	35762	233	-137.0	137	35762	233	-137.0	137	35762	233	-137.0	137	35762
234	-140.0	140	35902	234	-140.0	140	35902	234	-140.0	140	35902	234	-140.0	140	35902	234	-140.0	140	35902	234	-140.0	140	35902	234	-140.0	140	35902	234	-140.0	140	35902	234	-140.0	140	35902	234	-140.0	140	35902
235	-146.0	146	36048	235	-146.0	146	36048	235	-146.0	146	36048	235	-146.0	146	36048	235	-146.0	146	36048	235	-146.0	146	36048	235	-146.0	146	36048	235	-146.0	146	36048	235	-146.0	146	36048	235	-146.0	146	36048
236	-152.0	152	36200	236	-152.0	152	36200	236	-152.0	152	36200	236	-152.0	152	36200	236	-152.0	152	36200	236	-152.0	152	36200	236	-152.0	152	36200	236	-152.0	152	36200	236	-152.0	152	36200	236	-152.0	152	36200
237	-90.0	90	36290	237	-90.0	90	36290	237	-90.0	90	36290	237	-90.0	90	36290	237	-90.0	90	36290	237	-90.0	90	36290	237	-90.0	90	36290	237	-90.0	90	36290	237	-90.0	90	36290	237	-90.0	90	36290
238	-146.0	146	36436	238	-146.0	146	36436	238	-146.0	146	36436	238	-146.0	146	36436	238	-146.0	146	36436	238	-146.0	146	36436	238	-146.0	146	36436	238	-146.0	146	36436	238	-146.0	146	36436	238	-146.0	146	36436
239	-149.0	149	36585	239	-149.0	149	36585	239	-149.0	149	36585	239	-149.0	149	36585	239	-149.0	149	36585	239	-149.0	149	36585	239	-149.0	149	36585	239	-149.0	149	36585	239	-149.0	149	36585	239	-149.0	149	36585
240	-140.0	140	36725	240	-140.0	140	36725	240	-140.0	140	36725	240	-140.0	140	36725	240	-140.0	140	36725	240	-140.0	140	36725	240	-140.0	140	36725	240	-140.0	140	36725	240	-140.0	140	36725	240	-140.0	140	36725
241	-138.0	138	36863	241	-138.0	138	36863	241	-138.0	138	36863	241	-138.0	138	36863	241	-138.0	138	36863	241	-138.0	138	36863	241	-138.0	138	36863	241	-138.0	138	36863	241	-138.0	138	36863	241	-138.0	138	36863
242	-138.0	138	37001	242	-138.0	138	37001	242	-138.0	138	37001	242	-138.0	138	37001	242	-138.0	138	37001	242	-138.0	138	37001	242	-138.0	138	37001	242	-138.0	138	37001	242	-138.0	138	37001	242	-138.0	138	37001
243	-137.0	137	37138	243	-137.0	137	37138	243	-137.0	137	37138	243	-137.0	137	37138	243	-137.0	137	37138	243	-137.0	137	37138	243	-137.0	137	37138	243	-137.0	137	37138	243	-137.0	137	37138	243	-137.0	137	37138
244	-130.0	130	37268	244	-130.0	130	37268	244	-130.0	130	37268	244	-130.0	130	37268	244	-130.0	130	37268	244	-130.0	130	37268	244	-130.0	130	37268	244	-130.0	130	37268	244	-130.0	130	37268	244	-130.0	130	37268
245	-118.0	118	37386	245	-118.0	118	37386	245	-118.0	118	37386	245	-118.0	118	37386	245	-118.0	118	37386	245	-118.0	118	37386	245	-118.0	118	37386	245	-118.0	118	37386	245	-118.0	118	37386	245	-118.0	118	37386
246	-138.0	138	37524	246	-138.0	138	37524	246	-138.0	138	37524	246	-138.0	138	37524	246	-138.0	138	37524	246	-138.0	138	37524	246	-138.0	138	37524	246	-138.0	138	37524	246	-138.0	138	37524	246	-138.0	138	37524
247	-140.0	140	37664	247	-140.0	140	37664	247	-140.0	140	37664	247	-140.0	140	37664	247	-140.0	140	37664	247	-140.0	140	37664	247	-140.0	140	37664	247	-140.0	140	37664	247	-140.0	140	37664	247	-140.0	140	37664
248	-108.0	108	37772	248	-108.0	108	37772	248	-108.0	108	37772	248	-108.0	108	37772	248	-108.0	108	37772	248	-108.0	108	37772	248	-108.0	108	37772	248	-108.0	108	37772	248	-108.0	108	37772	248	-108.0	108	37772
249	-137.0	137	37909	249	-137.0	137	37909	249	-137.0	137	37909	249	-137.0	137	37909	249	-137.0	137	37909	249	-137.0	137	37909	249	-137.0	137	37909	249	-137.0	137	37909	249	-137.0	137	37909	249	-137.0	137	37909
250	-140.0	140	38049	250	-140.0	140	38049	250	-140.0	140	38049	250	-140.0	140	38049	250	-140.0	140	38049	250	-140.0	140	38049	250	-140.0	140	38049	250	-140.0	140	38049	250	-140.0	140	38049	250	-140.0	140	38049
251	-141.0	141	38190	251	-141.0	141	38190	251	-141.0	141	38190	251	-141.0	141	38190	251	-141.0	141	38190	251	-141.0	141	38190	251	-141.0	141	38190	251	-141.0	141	38190	251	-141.0	141	38190	251	-141.0	141	38190
252	-109.0	109	38299	252	-109.0	109	38299	252	-109.0	109	38299	252	-109.0	109	38299	252	-109.0	109	38299	252	-109.0	109	38299	252	-109.0	109	38299	252	-109.0	109	38299	252	-109.0	109	38299	252	-109.0	109	38299
253	-109.0	109	38408	253	-109.0	109	38408	253	-109.0	109	38408	253	-109.0	109	38408	253	-109.0	109	38408	253	-109.0	109	38408	253	-109.0	109	38408	253	-109.0	109	38408	253	-109.0	109	38408	253	-109.0	109	38408
254	-107.0	107	38515	254	-107.0	107	38515	254	-107.0	107	38515	254	-107.0	107	38515	254	-107.0	107	38515	254	-107.0	107	38515	254	-107.0	107	38515	254	-107.0	107	38515	254	-107.0	107	38515	254	-107.0	107	38515
255	-107.0	107	38622	255	-107.0	107	38622	255	-107.0	107	38622	255	-107.0	107	38622	255	-107.0	107	38622	255	-107.0	107	38622	255	-107.0	107	38622	255	-107.0	107	38622	255	-107.0	107	38622	255	-107.0	107	38622
256	-111.0	111	38733	256	-111.0	111	38733	256	-111.0	111	38733	256	-111.0	111	38733	256	-111.0	111	38733	256	-111.0	111	38733	256	-111.0	111	38733	256	-111.0	111	38733	256	-111.0	111	38733	256	-111.0	111	38733
257	-116.0	116	38849	257	-116.0	116	38849	257	-116.0	116	38849	257	-116.0	116	38849	257	-116.0	116	38849	257	-116.0	116	38849	257	-116.0	116	38849	257	-116.0	116	38849	257	-116.0	116	38849	257	-116.0	116	38849
258	-115.0	115	38964	258	-115.0	115	38964	258	-115.0	115	38964	258	-115.0	115	38964	258	-115.0	115	38964	258	-115.0	115	38964	258	-115.0	115	38964	258	-115.0	115	38964	258	-115.0	115	38964	258	-115.0	115	38964
259	-176.0	176	39140	259	-176.0	176	39140	259	-176.0	176	39140	259	-176.0	176	39140	259	-176.0	176	39140	259	-176.0	176	39140	259	-176.0	176	39140	259	-176.0	176	39140	259	-176.0	176	39140	259	-176.0	176	39140
260	-112.0	112	39252	260	-112.0	112	39252	260	-112.0	112	39252	260	-112.0	112	39252	260	-112.0	112	39252	260	-112.0	112	39252	260	-112.0	112	39252	260	-112.0	112	39252	260	-112.0	112	39252	260	-112.0	112	39252
261	-145.0	145	39397	261	-145.0	145	39397	261	-145.0	145	39397	261	-145.0	145	39397	261	-145.0	145	39397	261	-145.0	145	39397	261	-145.0	145	39397	261	-145.0	145	39397	261	-145.0	145	39397	261	-145.0	145	39397
262	-110.0	110	39507	262	-110.0	110	39507	262	-110.0	110	39507	262	-110.0	110	39507	262	-110.0	110	39507	262	-110.0	110	39507	262	-110.0	110	39507	262	-110.0	110	39507	262	-110.0	110	39507	262	-110.0	110	39507
263	-171.0	171	39678	263	-171.0	171	39678	263	-171.0	171	39678	263	-171.0	171	39678	263	-171.0	171	39678	263	-171.0	171	39678	263	-171.0	171	39678	263	-171.0	171	39678	263	-171.0	171	39678	263	-171.0	171	39678
264	-156.0	156	39834	264	-156.0	156	39834	264	-156.0	156	39834	264	-156.0	156	39834	264	-156.0	156	39834	264	-156.0	156	39834	264	-156.0	156	39834	264	-156.0	156	39834	264	-156.0	156	39834	264	-156.0	156	39834
265	-111.0	111	39945	265	-111.0	111	39945	265	-111.0	111	39945	265	-111.0	111	39945	265	-111.0	111	39945	265	-111.0	111	39945	265	-111.0	111	39945	265	-111.0	111	39945	265	-111.0	111	39945	265	-111.0	111	39945
266	-108.0	108	40053	266	-108.0	108	40053	266	-108.0	108	40053	266	-108.0	108	40053	266	-108.0	108	40053	266	-108.0	108	40053	266	-108.0	108	40053	266	-108.0	108	40053	266	-108.0	108	40053	266	-108.0	108	40053
267	-107.0	107	40160	267	-107.0	107	40160	267	-107.0	107	40160	267	-107.0	107	40160	267	-107.0	107	40160	267	-107.0	107	40160	267	-107.0	107	40160	267	-107.0	107	40160	267	-107.0	107	40160	267	-107.0	107	40160
268	-86.0	86	40246	268	-86.0	86	40246	268	-86.0	86	40246	268	-86.0	86	40246	268	-86.0	86	40246	268	-86.0	86	40246	268	-86.0	86	40246	268	-86.0	86	40246	268	-86.0	86	40246	268	-86.0	86	40246
269	-105.0	105	40351	269	-105.0	105	40351	269	-105.0	105	40351	269	-105.0	105	40351	269	-105.0	105	40351	269	-105.0	105	40351	269	-105.0	105	40351	269	-105.0	105	40351	269	-105.0	105	40351	269	-105.0	105	40351
270	-105.0	105	40456	270	-105.0	105	40456	270	-105.0	105	40456	270	-105.0	105	40456	270	-105.0	105	40456	270	-105.0	105	40456	270	-105.0	105	40456	270	-105.0	105	40456	270	-105.0	105	40456	270	-105.0	105	40456
271	-158.0	158	40614	271	-158.0	158	40614	271	-158.0	158	40614	271	-158.0	158	40614	271	-158.0	158	40614	271	-158.0	158	40614	271	-158.0	158	40614	271	-158.0	158	40614	271	-158.0	158	40614	271	-158.0	158	40614
272	-145.0	145	40759	272	-145.0	145	40759	272	-145.0	145	40759	272	-145.0	145	40759	272	-145.0	145	40759	272	-145.0	145	40759	272	-145.0	145	40759	272	-145.0	145	40759	272	-145.0	145	40759	272	-145.0	145	40759
273	-140.0	140	40899	273	-140.0	140	40899	273	-140.0	140	40899	273	-140.0	140	40899	273	-140.0	140	40899	273	-140.0	140	40899	273	-140.0	140	40899	273	-140.0	140	40899	273	-140.0	140	40899	273	-140.0	140	40899
274	-143.0	143	41042	274	-143.0	143	41042	274	-143.0	143	41042	274	-143.0	143	41042	274	-143.0	143	41042	274	-143.0	143	41042	274	-143.0	143	41042	274	-143.0	143	41042	274	-143.0	143	41042	274	-143.0	143	41042
275	-142.0	142	41184	275	-142.0	142	41184	275	-142.0	142	41184	275	-142.0	142	41184	275	-142.0	142	41184	275	-142.0	142	41184	275	-142.0	142	41184	275	-142.0	142	41184	275	-142.0	142	41184	275	-142.0	142	41184
276	-166.0	166	41350	276	-166.0	166	41350	276	-166.0	166	41350	276	-166.0	166	41350	276	-166.0	166	41350	276	-166.0	166	41350	276	-166.0	166	41350	276	-166.0	166	41350	276	-166.0	166	41350	276	-166.0	166	41350
277	-137.0	137	41487	277	-137.0	137	41487	277	-137.0	137	41487	277	-137.0	137	41487	277	-137.0	137	41487	277	-137.0	137	41487	277	-137.0	137	41487	277	-137.0	137	41487	277	-137.0	137	41487	277	-137.0	137	41487
278	-152.0	152	41639	278	-152.0	152	41639	278	-152.0	152	41639	278	-152.0	152	41639	278	-152.0	152	41639	278	-152.0	152	41639	278	-152.0	152	41639	278	-152.0	152	41639	278	-152.0	152	41639	278	-152.0	152	41639
279	-148.0	148	41787	279	-148.0	148	41787	279	-148.0	148	41787	279	-148.0	148	41787	279	-148.0	148	41787	279	-148.0	148	41787	279	-148.0	148	41787	279	-148.0	148	41787	279	-148.0	148	41787	279	-148.0	148	41787
280	-141.0	141	41928	280	-141.0	141	41928	280	-141.0	141	41928	280	-141.0	141	41928	280	-141.0	141	41928	280	-141.0	141	41928	280	-141.0	141	41928	280	-141.0	141	41928	280	-141.0	141	41928	280	-141.0	141	41928
281	-139.0	139	42067	281	-139.0	139	42067	281	-139.0	139	42067	281	-139.0	139	42067	281	-139.0	139	42067	281	-139.0	139	42067	281	-139.0	139	42067	281	-139.0	139	42067	281	-139.0	139	42067	281	-139.0	139	42067
282	-135.0	135	42202	282	-135.0	135	42202	282	-135.0	135	42202	282	-135.0	135	42202	282	-135.0	135	42202	282	-135.0	135	42202	282	-135.0	135	42202	282	-135.0	135	42202	282	-135.0	135	42202	282	-135.0	135	42202
283	-109.0	109	42311	283	-109.0	109	42311	283	-109.0	109	42311	283	-109.0	109	42311	283	-109.0	109	42311	283	-109.0	109	42311	283	-109.0	109	42311	283	-109.0	109	42311	283	-109.0	109	42311	283	-109.0	109	42311
284	-92.0	92	42403	284	-92.0	92	42403	284	-92.0	92	42403	284	-92.0	92	42403	284	-92.0	92	42403	284	-92.0	92	42403	284	-92.0	92	42403	284	-92.0	92	42403	284	-92.0	92	42403	284	-92.0	92	42403
285	-88.0	88	42491	285	-88.0	88	42491	285	-88.0	88	42491	285	-88.0	88	42491	285	-88.0	88	42491	285	-88.0	88	42491	285	-88.0	88	42491	285	-88.0	88	42491	285	-88.0	88	42491	285	-88.0	88	42491
286	-137.0	137	42628	286	-137.0	137	42628	286	-137.0	137	42628	286	-137.0	137	42628	286	-137.0	137	42628	286	-137.0	137	42628	286	-137.0	137	42628	286	-137.0	137	42628	286	-137.0	137	42628	286	-137.0	137	42628
287	-146.0	146	42774	287	-146.0	146	42774	287	-146.0	146	42774	287	-146.0	146	42774	287	-146.0	146	42774	287	-146.0	146	42774	287	-146.0	146	42774	287	-146.0	146	42774	287	-146.0	146	42774	287	-146.0	146	42774
288	-148.0	148	42922	288	-148.0	148	42922	288	-148.0	148	42922	288	-148.0	148	42922	288	-148.0	148	42922	288	-148.0	148	42922	288	-148.0	148	42922	288	-148.0	148	42922	288	-148.0	148	42922	288	-148.0	148	42922
289	-138.0	138	43060	289	-138.0	138	43060	289	-138.0	138	43060	289	-138.0	138	43060	289	-138.0	138	43060	289	-138.0	138	43060	289	-138.0	138	43060	289	-138.0	138	43060	289	-138.0	138	43060	289	-138.0	138	43060
290	-142.0	142	43202	290	-142.0	142	43202	290	-142.0	142	43202	290	-142.0	142	43202	290	-142.0	142	43202	290	-142.0	142	43202	290	-142.0	142	43202	290	-142.0	142	43202	290	-142.0	142	43202	290	-142.0	142	43202
291	-145.0	145	43347	291	-145.0	145	43347	291	-145.0	145	43347	291	-145.0	145	43347	291	-145.0	145	43347	291	-145.0	145	43347	291	-145.0	145	43347	291	-145.0	145	43347	291	-145.0	145	43347	291	-145.0	145	43347
292	-116.0	116	43463	292	-116.0	116	43463	292	-116.0	116	43463	292	-116.0	116	43463	292	-116.0	116	43463	292	-116.0	116	43463	292	-116.0	116	43463	292	-116.0	116	43463	292	-116.0	116	43463	292	-116.0	116	43463
293	-169.0	169	43632	293	-169.0	169	43632	293	-169.0	169	43632	293	-169.0	169	43632	293	-169.0	169	43632	293	-169.0	169	43632	293	-169.0	169	43632	293	-169.0	169	43632	293	-169.0	169	43632	293	-169.0	169	43632
294	-145.0	145	43777	294	-145.0	145	43777	294	-145.0	145	43777	294	-145.0	145	43777	294	-145.0	145	43777	294	-145.0	145	43777	294	-145.0	145	43777	294	-145.0	145	43777	294	-145.0	145	43777	294	-145.0	145	43777
295	-163.0	163	43940	295	-163.0	163	43940	295	-163.0	163	43940	295	-163.0	163	43940	295	-163.0	163	43940	295	-163.0	163	43940	295	-163.0	163	43940	295	-163.0	163	43940	295	-163.0	163	43940	295	-163.0	163	43940
296	-131.0	131	44071	296	-131.0	131	44071	296	-131.0	131	44071	296	-131.0	131	44071	296	-131.0	131	44071	296	-131.0	131	44071	296	-131.0	131	44071	296	-131.0	131	44071	296	-131.0	131	44071	296	-131.0	131	44071
297	-129.0	129	44200	297	-129.0	129	44200	297	-129.0	129	44200	297	-129.0	129	44200	297	-129.0	129	44200	297	-129.0	129	44200	297	-129.0	129	44200	297	-129.0	129	44200	297	-129.0	129	44200	297	-129.0	129	44200
298	-134.0	134	44334	298	-134.0	134	44334	298	-134.0	134	44334	298	-134.0	134	44334	298	-134.0	134	44334	298	-134.0	134	44334	298	-134.0	134	44334	298	-134.0	134	44334	298	-134.0	134	44334	298	-134.0	134	44334
299	-130.0	130	44464	299	-130.0	130	44464	299	-130.0	130	44464	299	-130.0	130	44464	299	-130.0	130	44464	299	-130.0	130	44464	299	-130.0	130	44464	299	-130.0	130	44464	299	-130.0	130	44464	299	-130.0	130	44464
